transaction_id,account_id,transaction_type,amount,transaction_date,description,status,recipient_account_id
242,385,إيداع,318.89,2021-11-08 07:10:57.961603,Vitae nesciunt sequi error magnam minima.,فاشلة,
243,511,سحب,4793.53,2024-07-06 08:16:26.922017,Soluta blanditiis minus voluptatem.,فاشلة,
244,142,تحويل,4592.89,2025-01-03 14:56:06.449381,Similique nisi odit.,فاشلة,557.0
245,152,تحويل,1256.11,2018-09-24 14:54:51.980000,Necessitatibus illo facere fugiat impedit.,ناجحة,435.0
246,381,إيداع,495.17,2024-08-30 10:26:53.848559,Dolor tenetur ab perferendis molestiae quis.,فاشلة,
247,1001,دفع فواتير,3327.53,2025-04-02 03:39:06.183667,Architecto saepe maiores error consequatur eveniet.,معلقة,
248,641,إيداع,1382.37,2024-03-26 21:19:48.891149,Est nostrum sed architecto ab molestiae unde quam.,فاشلة,
249,792,دفع فواتير,3244.27,2024-03-13 06:47:04.618019,Perspiciatis porro quasi libero possimus quibusdam temporibus.,ناجحة,
250,32,تحويل,823.62,2025-07-25 02:26:04.831671,Accusamus distinctio minus ipsum.,ناجحة,77.0
251,866,إيداع,1090.44,2023-06-04 04:46:22.240770,Deleniti eligendi totam maxime qui deserunt architecto.,معلقة,
252,726,سحب,236.7,2020-06-05 01:49:03.137789,Nobis tenetur dolore tempore placeat sapiente.,فاشلة,
253,241,إيداع,2153.63,2024-11-01 16:18:26.881125,Soluta architecto ea dolorem id consectetur praesentium.,ناجحة,
254,500,سحب,557.65,2025-03-22 05:42:40.159348,Voluptas soluta inventore aliquam ut iusto facilis.,ناجحة,
255,888,إيداع,485.51,2024-06-01 16:41:16.902414,Recusandae nobis saepe corrupti.,فاشلة,
256,794,سحب,4153.17,2023-05-30 06:24:15.246925,Exercitationem perspiciatis molestias sit consectetur.,فاشلة,
257,622,سحب,1135.64,2025-03-22 06:05:15.960093,Minima odit earum non debitis inventore accusamus suscipit.,معلقة,
258,632,دفع فواتير,3503.57,2025-04-29 19:26:56.221155,Eveniet vel impedit harum ut.,معلقة,
259,652,دفع فواتير,3997.35,2025-01-11 20:50:02.843334,Quas natus sequi impedit laboriosam illum quia.,ناجحة,
260,419,سحب,1454.59,2025-07-15 00:07:21.813768,Ipsum vero nobis quo in at delectus.,ناجحة,
261,594,إيداع,3413.94,2025-03-03 03:56:28.899861,Quos corporis sunt odio hic.,معلقة,
262,714,إيداع,4168.72,2023-04-22 10:00:34.489294,Nisi repudiandae doloremque neque.,معلقة,
263,15,دفع فواتير,847.84,2024-11-03 06:07:25.092268,Non tempore iure assumenda.,معلقة,
264,448,دفع فواتير,3674.96,2025-01-03 18:58:53.828147,Exercitationem nihil illum perferendis.,ناجحة,
265,358,إيداع,4505.3,2024-08-05 14:50:17.184944,Nulla velit blanditiis autem earum.,معلقة,
266,265,سحب,1393.42,2024-11-12 03:58:18.747591,Sint voluptatem omnis sint ipsam fuga.,معلقة,
267,532,دفع فواتير,4264.74,2022-02-07 02:48:12.739043,Cum soluta quam provident.,ناجحة,
268,268,تحويل,4338.45,2025-07-22 17:58:57.168984,Aliquid ipsum hic asperiores in accusamus soluta.,معلقة,346.0
269,828,إيداع,3605.1,2024-09-24 01:08:41.974660,Eaque possimus assumenda quisquam.,فاشلة,
270,196,سحب,3820.67,2025-04-12 13:31:10.046916,Ea minima neque quod.,فاشلة,
271,803,سحب,719.89,2018-12-15 08:15:55.584262,Possimus minima eligendi eos inventore magni tenetur.,فاشلة,
272,480,إيداع,2302.07,2024-06-15 13:56:26.223435,Harum nostrum numquam qui praesentium quisquam.,معلقة,
273,258,دفع فواتير,1768.01,2023-02-17 11:57:15.374503,Quibusdam enim temporibus in amet.,معلقة,
274,742,دفع فواتير,4469.96,2025-06-11 13:06:12.481144,A blanditiis praesentium dolorum.,فاشلة,
275,788,تحويل,1888.48,2024-03-26 19:10:45.470650,Atque maxime fugiat dolorum ad.,ناجحة,576.0
276,961,دفع فواتير,3248.76,2024-01-06 06:56:48.440181,Ad vitae facilis.,فاشلة,
277,268,دفع فواتير,441.55,2025-04-09 03:54:31.253160,Voluptatem dolorum neque porro voluptatibus fugit alias.,فاشلة,
278,934,سحب,4336.32,2025-07-14 06:11:47.621010,Ut voluptatum quia reiciendis hic necessitatibus dolorem.,فاشلة,
279,123,دفع فواتير,4359.34,2025-02-13 21:58:48.450106,Eaque reprehenderit rerum quia.,معلقة,
280,22,دفع فواتير,4511.34,2024-04-02 09:35:13.245806,Beatae facilis id aspernatur sapiente sit.,فاشلة,
281,314,سحب,3645.78,2024-04-27 03:22:13.218534,Voluptatem nam libero ut asperiores aut voluptates.,فاشلة,
282,587,تحويل,2152.66,2023-12-11 10:47:43.702726,Repellendus repellendus quas fuga.,ناجحة,722.0
283,253,دفع فواتير,911.61,2025-04-03 14:20:44.057038,Repellat dolorum vitae ab expedita quis soluta.,فاشلة,
284,750,سحب,3713.72,2024-09-14 09:09:55.009649,Odio facere natus perferendis deserunt.,ناجحة,
285,131,تحويل,2842.34,2024-10-15 22:23:56.848367,Illo repudiandae quod reiciendis impedit perspiciatis pariatur.,فاشلة,319.0
286,144,تحويل,2110.04,2025-07-20 21:16:24.853272,Tempore adipisci odit voluptates aspernatur deleniti.,فاشلة,424.0
287,495,تحويل,4732.39,2024-07-18 23:34:46.060557,Provident debitis nam consectetur aspernatur ab.,فاشلة,7.0
288,640,دفع فواتير,2019.17,2024-03-16 22:48:54.078880,Quia quae repellendus voluptatum facilis et.,معلقة,
289,817,سحب,29.43,2017-09-14 23:06:53.473564,Modi tenetur quod perferendis nesciunt.,معلقة,
290,328,إيداع,4864.53,2025-02-20 09:14:57.294528,Impedit beatae facere voluptatem quod.,فاشلة,
291,866,سحب,4036.71,2024-08-11 11:31:50.934884,Velit facere ipsam pariatur eos nobis aspernatur.,معلقة,
292,180,إيداع,1983.18,2025-07-16 22:52:40.255626,Id in culpa voluptatum magni.,ناجحة,
293,899,دفع فواتير,2397.55,2024-08-04 10:57:32.570406,Voluptas quidem velit reprehenderit.,ناجحة,
294,535,تحويل,2387.93,2018-03-29 16:46:06.375034,Minima hic doloremque commodi eligendi.,ناجحة,139.0
295,923,إيداع,4662.54,2025-06-21 01:52:10.506398,In ut quaerat corrupti incidunt aliquam reiciendis.,معلقة,
296,857,سحب,784.23,2025-05-12 19:11:35.569149,Facere quibusdam amet neque.,فاشلة,
297,212,إيداع,3594.64,2024-12-28 08:17:51.436648,Optio ea iste odit esse.,ناجحة,
298,227,سحب,4721.17,2024-12-16 12:37:19.198315,Aperiam modi odio occaecati vel quibusdam.,معلقة,
299,987,سحب,500.33,2023-05-26 01:27:53.112180,Sit repellendus nobis atque.,معلقة,
300,270,دفع فواتير,2404.02,2025-05-17 19:34:23.005719,Nisi inventore eaque earum odio aperiam quam.,ناجحة,
301,963,سحب,4052.1,2025-04-18 15:24:42.536086,Nulla blanditiis pariatur quos corporis sint.,فاشلة,
302,97,تحويل,4771.88,2021-01-05 18:53:00.517060,Tempora a eligendi magni placeat veniam ab.,فاشلة,54.0
303,506,سحب,3986.45,2022-11-10 03:02:35.601173,Quam itaque occaecati tempore nihil aperiam.,معلقة,
304,171,إيداع,1581.28,2023-12-02 07:44:39.330884,Nam facere necessitatibus itaque.,معلقة,
305,665,تحويل,805.94,2021-04-11 07:11:49.501007,Atque excepturi explicabo molestias deserunt iste nobis.,معلقة,855.0
306,790,تحويل,3456.84,2021-06-06 03:10:13.596461,Eveniet dolorem explicabo hic.,ناجحة,632.0
307,406,إيداع,3472.85,2023-12-27 16:28:56.836901,Praesentium sit cum repellat deserunt necessitatibus.,فاشلة,
308,527,إيداع,1116.62,2021-04-11 08:26:02.088192,Hic dolores perspiciatis corrupti debitis nobis.,معلقة,
309,478,دفع فواتير,2958.17,2024-08-06 14:04:03.773949,Hic ullam eius sed vel.,ناجحة,
310,589,إيداع,4743.79,2025-07-16 11:11:59.188918,Perspiciatis molestias optio explicabo odio amet velit.,ناجحة,
311,738,تحويل,1000.66,2024-12-17 00:59:17.206807,Doloribus facere sunt adipisci deserunt.,معلقة,100.0
312,88,إيداع,3842.05,2025-01-08 19:12:08.762875,Vitae eveniet totam ad placeat.,معلقة,
313,710,سحب,2886.78,2025-05-03 11:35:31.682778,Impedit voluptas maxime illo culpa aut totam alias.,ناجحة,
314,797,سحب,4063.15,2025-03-17 09:03:52.907104,Aut quam vitae illo quia.,فاشلة,
315,433,دفع فواتير,1435.02,2025-07-19 11:12:47.150527,Reiciendis ipsam voluptatibus facilis labore omnis laborum.,ناجحة,
316,469,إيداع,4525.88,2024-10-11 08:43:54.612694,Odio fugit sint doloremque doloremque.,ناجحة,
317,770,تحويل,873.58,2024-09-02 11:43:09.931834,Sequi earum explicabo molestias commodi maxime ullam.,معلقة,227.0
318,502,دفع فواتير,583.77,2025-03-22 13:32:59.434463,Ipsum pariatur odio quasi veritatis pariatur.,ناجحة,
319,994,تحويل,1930.48,2022-08-22 12:49:59.638392,Hic enim pariatur molestiae.,فاشلة,693.0
320,866,سحب,1293.92,2024-06-14 17:11:55.291520,Unde sapiente voluptates expedita officiis.,ناجحة,
321,518,دفع فواتير,1408.28,2024-05-10 03:53:25.349157,Libero provident nulla mollitia iure.,معلقة,
322,252,تحويل,3862.29,2020-05-23 18:47:18.772659,Possimus sunt vel.,فاشلة,537.0
323,844,سحب,81.89,2025-07-14 14:53:53.546578,Omnis ipsum minima atque.,فاشلة,
324,583,دفع فواتير,2923.44,2024-02-05 05:55:24.342697,Quae eligendi veniam aut quam illum porro.,ناجحة,
325,939,إيداع,142.6,2025-05-12 06:08:47.580281,Hic odio inventore harum ab perspiciatis ducimus.,فاشلة,
326,292,إيداع,363.97,2025-06-22 17:23:04.502866,Excepturi corporis tempora.,معلقة,
327,640,دفع فواتير,1444.16,2023-09-08 17:58:42.899389,Sequi quos libero consequatur sed pariatur ducimus.,ناجحة,
328,634,إيداع,3988.37,2023-07-26 04:35:43.618736,Tempora voluptate veniam id ut.,فاشلة,
329,430,إيداع,3608.19,2025-01-29 10:26:20.585803,Maiores eius iure reiciendis aliquid nobis.,ناجحة,
330,529,دفع فواتير,2139.64,2025-04-13 14:15:16.536554,A quisquam voluptates.,ناجحة,
331,44,تحويل,4268.1,2020-11-12 04:39:37.821995,Magni laboriosam magnam officia tenetur fuga.,معلقة,803.0
332,311,إيداع,3131.43,2023-10-28 20:44:55.564645,Consectetur sit ad ullam.,ناجحة,
333,105,دفع فواتير,3285.76,2023-10-21 20:14:37.103457,Voluptatem minus deserunt delectus.,معلقة,
334,971,دفع فواتير,223.82,2025-07-20 09:03:43.558783,Nisi ipsa laudantium modi odio.,ناجحة,
335,953,تحويل,4669.31,2025-04-28 04:23:29.321374,Ab eos assumenda laborum et.,معلقة,882.0
336,174,تحويل,355.51,2024-11-29 20:53:11.369763,Deleniti quam ullam sequi vero.,ناجحة,901.0
337,123,دفع فواتير,1909.27,2024-08-25 09:06:50.667241,Eveniet officia rerum cum beatae.,ناجحة,
338,17,سحب,3217.04,2025-05-16 19:30:28.260389,Fuga asperiores porro impedit hic doloremque.,ناجحة,
339,660,سحب,2817.0,2023-06-22 12:38:23.738727,Quasi nostrum sed expedita cumque inventore laudantium.,ناجحة,
340,944,دفع فواتير,3356.61,2025-05-07 15:31:17.956287,Veritatis natus porro quaerat.,فاشلة,
341,991,إيداع,3984.46,2023-05-02 11:04:04.006670,Nobis optio occaecati qui facere aliquam quos natus.,فاشلة,
342,467,إيداع,1736.22,2025-07-23 05:35:51.272952,Libero voluptas architecto facilis nihil dignissimos ipsum velit.,فاشلة,
343,58,تحويل,1936.79,2024-07-26 00:34:53.008589,Eaque totam molestiae.,ناجحة,323.0
344,144,تحويل,3104.16,2025-07-25 04:15:46.330436,In sapiente debitis aliquid dolorem non.,معلقة,184.0
345,1000,تحويل,4190.36,2024-12-06 09:51:34.200367,Quam dignissimos velit cupiditate.,ناجحة,986.0
346,136,سحب,2397.41,2025-06-24 02:22:33.973287,Perferendis autem maxime at ab dignissimos.,معلقة,
347,749,إيداع,846.63,2024-12-04 21:09:48.357773,Odio ab corrupti amet.,فاشلة,
348,227,سحب,4999.51,2024-09-25 10:52:37.739122,Hic recusandae dolorem dolorum dolores iure a accusamus.,معلقة,
349,278,تحويل,4162.13,2023-01-22 07:05:19.542346,Maxime praesentium blanditiis repellat aut quo est.,معلقة,782.0
350,797,إيداع,1387.52,2025-05-01 21:11:43.687648,Tempore eaque aut earum.,معلقة,
351,635,دفع فواتير,645.86,2025-07-24 18:43:23.755462,Inventore repellat veritatis nisi.,فاشلة,
352,647,دفع فواتير,1788.24,2024-11-09 03:29:28.872479,Temporibus iusto minus.,ناجحة,
353,775,تحويل,4367.34,2020-11-15 13:49:13.028893,Aut alias cumque tempora natus minima.,فاشلة,865.0
354,582,إيداع,2158.5,2023-12-30 01:24:48.434323,Esse ab nemo adipisci veritatis esse vitae consequatur.,ناجحة,
355,116,تحويل,4231.04,2025-01-16 01:28:49.266404,Soluta minima modi fugiat at pariatur illum.,فاشلة,236.0
356,695,تحويل,1722.88,2025-06-12 06:05:47.603783,Occaecati facilis ratione ipsum id eos neque.,ناجحة,421.0
357,768,سحب,2027.9,2023-01-02 05:39:08.480316,Non laboriosam praesentium temporibus iusto a ipsam.,معلقة,
358,945,دفع فواتير,844.2,2025-07-14 00:40:45.125111,Quo in atque error vero.,فاشلة,
359,652,سحب,2376.39,2024-04-01 10:31:19.462225,Voluptatem incidunt asperiores at voluptate consectetur.,معلقة,
360,745,دفع فواتير,2664.94,2022-03-24 19:35:54.432419,Aspernatur aspernatur rerum in.,معلقة,
361,1002,سحب,1204.61,2025-07-21 17:44:16.336940,Consequuntur asperiores ipsum id maxime sequi quia.,ناجحة,
362,53,سحب,755.7,2025-07-25 16:34:46.772711,Ipsum mollitia error sint minus.,معلقة,
363,593,دفع فواتير,658.93,2024-04-13 13:22:46.764119,Corrupti officiis nihil beatae cupiditate tempore ipsa facere.,فاشلة,
364,332,دفع فواتير,4693.65,2025-07-26 22:41:27.029000,Commodi sunt minus sapiente ipsum eveniet eaque.,معلقة,
365,873,إيداع,606.04,2024-10-27 11:56:58.374104,Enim explicabo veniam.,ناجحة,
366,271,إيداع,372.84,2024-12-08 11:31:52.651215,Accusantium quas libero minima.,فاشلة,
367,178,دفع فواتير,4477.21,2025-04-21 10:44:23.088380,Minima sunt quia nesciunt.,فاشلة,
368,791,إيداع,2933.75,2024-07-19 16:38:10.117950,Facilis alias architecto earum.,فاشلة,
369,969,سحب,4946.66,2025-07-11 17:26:24.115578,Distinctio ipsam sunt pariatur.,ناجحة,
370,272,تحويل,848.81,2024-10-12 11:03:50.077952,Nam ad sunt reiciendis.,فاشلة,599.0
371,843,سحب,2833.61,2022-05-21 08:45:19.874501,Expedita eaque illum ipsam magni similique provident.,ناجحة,
372,304,تحويل,3561.83,2025-04-07 04:54:48.137956,Quis tempore autem assumenda commodi nihil adipisci.,ناجحة,156.0
373,624,إيداع,4713.47,2022-09-17 06:38:13.942783,Tempora voluptate incidunt veritatis eaque officiis.,ناجحة,
374,796,تحويل,4408.55,2023-12-23 14:28:17.950048,Fuga dolorum aperiam minus cupiditate.,ناجحة,855.0
375,891,سحب,658.53,2022-03-09 17:42:19.036018,Eos error magni assumenda nam ipsa non.,فاشلة,
376,700,تحويل,35.93,2025-06-20 14:38:49.534829,Suscipit blanditiis doloribus dolore nemo molestiae esse laboriosam.,معلقة,428.0
377,190,تحويل,1511.29,2024-12-18 04:04:14.134035,Impedit exercitationem voluptas ipsum quibusdam autem.,فاشلة,366.0
378,120,إيداع,4052.1,2024-11-18 04:56:08.571532,Aut iusto ut distinctio consectetur impedit magnam.,فاشلة,
379,256,سحب,4097.88,2024-02-20 10:56:05.837763,Magnam ab aspernatur omnis quasi laboriosam.,فاشلة,
380,494,تحويل,1571.89,2025-07-23 11:45:56.697838,Porro exercitationem incidunt laudantium aut vero nihil.,فاشلة,509.0
381,138,إيداع,1582.74,2024-12-05 15:34:43.556338,Inventore et accusantium ducimus.,معلقة,
382,467,تحويل,1331.81,2025-07-20 10:09:48.852224,Aliquid sed ea esse dolores soluta.,معلقة,971.0
383,164,سحب,1834.84,2025-05-27 09:44:14.871281,Voluptate reprehenderit adipisci praesentium.,فاشلة,
384,670,سحب,3895.75,2020-09-21 01:14:19.263600,Esse amet adipisci quod praesentium.,فاشلة,
385,144,سحب,2580.14,2025-07-17 04:06:12.944455,Saepe officia dolorum alias.,فاشلة,
386,446,إيداع,18.27,2023-08-02 13:50:07.443858,Atque quam placeat laboriosam.,فاشلة,
387,982,سحب,3618.49,2022-11-30 05:42:28.421255,Architecto autem neque consectetur suscipit.,فاشلة,
388,471,إيداع,3568.5,2023-11-10 11:50:45.695540,Placeat nam veritatis a soluta voluptates.,ناجحة,
389,204,تحويل,4837.33,2025-02-26 09:29:43.289379,Quis totam earum nihil suscipit ad.,فاشلة,487.0
390,152,إيداع,2324.46,2024-01-20 13:34:16.582335,Quidem culpa mollitia.,معلقة,
391,245,سحب,1125.68,2025-03-19 23:43:46.181419,Asperiores veniam labore iure dolorum.,ناجحة,
392,309,سحب,3249.99,2025-07-22 12:54:23.389703,Voluptates natus officia quidem quae minima accusamus.,معلقة,
393,262,إيداع,1420.08,2024-09-21 17:38:14.811465,Nulla aut aliquid fugiat.,معلقة,
394,154,إيداع,4449.32,2025-02-04 23:22:20.783486,Et repellendus iusto aspernatur.,فاشلة,
395,296,تحويل,2917.55,2024-11-23 05:08:53.508920,Nam sunt dolor ipsa delectus repellendus molestias laudantium.,ناجحة,775.0
396,70,إيداع,1430.61,2024-02-25 18:34:50.430462,Quis corrupti ratione praesentium.,فاشلة,
397,37,دفع فواتير,4575.13,2025-07-25 11:24:38.113713,Delectus veniam laboriosam quis.,ناجحة,
398,522,سحب,3114.9,2024-02-08 03:04:20.114552,Voluptatibus unde animi veniam ab repellat culpa.,معلقة,
399,684,إيداع,2241.69,2024-12-09 00:42:15.394631,Fugiat quia impedit cumque magnam.,ناجحة,
400,336,إيداع,1375.34,2024-07-20 18:12:00.274758,Excepturi eum reiciendis reprehenderit architecto magnam omnis quae.,معلقة,
401,909,سحب,4984.32,2024-09-16 23:12:54.046204,Sapiente deserunt placeat reprehenderit.,ناجحة,
402,478,تحويل,4189.4,2024-09-08 14:56:02.909657,Recusandae itaque inventore eveniet sapiente.,ناجحة,523.0
403,792,إيداع,4546.16,2024-09-22 00:59:09.155475,Eveniet blanditiis esse voluptatem occaecati inventore.,فاشلة,
404,166,دفع فواتير,2618.13,2025-03-17 18:27:30.225957,Autem harum non aliquam aspernatur.,ناجحة,
405,999,دفع فواتير,3974.48,2024-08-10 07:42:45.793369,Consectetur sunt natus tempore.,ناجحة,
406,915,تحويل,4743.74,2024-02-09 22:34:30.234603,A delectus maiores culpa deleniti quisquam.,معلقة,99.0
407,41,سحب,1411.98,2024-04-07 21:22:59.952226,Nesciunt sapiente sequi blanditiis facilis dolorem.,معلقة,
408,681,دفع فواتير,479.34,2021-06-04 01:05:58.883508,Provident similique quis quis maxime consequuntur ex.,فاشلة,
409,530,سحب,546.75,2025-06-02 07:53:26.378269,Totam nam doloremque itaque dolor aspernatur.,معلقة,
410,760,دفع فواتير,3646.6,2023-08-28 20:05:11.939001,Rem deserunt mollitia quaerat consequuntur.,فاشلة,
